"","wbgene","gene_name","gene_id","concise_description","automated_description","gene_class_description","go_term","go_name","go_description","inside_CI","eqtl","vars","pc_vars","go_annotation"
"143","WBGene00005867","srw-120","K12D9.5","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,FALSE,FALSE,NA
"144","WBGene00005867","srw-120","K12D9.5","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,FALSE,FALSE,NA
"145","WBGene00005868","srw-121","K12D9.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"146","WBGene00005868","srw-121","K12D9.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"147","WBGene00005868","srw-121","K12D9.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"148","WBGene00005868","srw-121","K12D9.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"149","WBGene00005869","srw-122","H27D07.5","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"150","WBGene00005869","srw-122","H27D07.5","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"151","WBGene00005869","srw-122","H27D07.5","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"152","WBGene00005869","srw-122","H27D07.5","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"153","WBGene00005870","srw-123","C44C3.11","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"154","WBGene00005870","srw-123","C44C3.11","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"155","WBGene00005870","srw-123","C44C3.11","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"156","WBGene00005870","srw-123","C44C3.11","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"157","WBGene00005871","srw-124","C44C3.1","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,FALSE,NA
"158","WBGene00005871","srw-124","C44C3.1","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,FALSE,NA
"159","WBGene00005871","srw-124","C44C3.1","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,FALSE,NA
"160","WBGene00005871","srw-124","C44C3.1","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,FALSE,NA
"161","WBGene00005872","srw-125","K12D9.6","none available ","Is affected by allantoin based on microarray studies. ","Serpentine Receptor, class W ",NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"162","WBGene00005873","srw-126","H05B21.1","none available ","Is affected by daf-2; eat-2; and sir-2.1 based on microarray  studies. ","Serpentine Receptor, class W ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"163","WBGene00005875","srw-128","H27D07.1","none available ","none available ","Serpentine Receptor, class W ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"164","WBGene00005876","srw-129","C44C3.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"165","WBGene00005876","srw-129","C44C3.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"166","WBGene00005876","srw-129","C44C3.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"167","WBGene00005876","srw-129","C44C3.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"168","WBGene00005878","srw-131","K12D9.13","none available ","Is affected by clk-1 and sir-2.1 based on microarray studies.  Is affected by adsorbable organic bromine compound and allantoin based on microarray  studies. ","Serpentine Receptor, class W ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"169","WBGene00005882","srw-135","K12D9.11","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,FALSE,NA
"170","WBGene00005882","srw-135","K12D9.11","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,FALSE,NA
"171","WBGene00005883","srw-136","K12D9.10","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"172","WBGene00005883","srw-136","K12D9.10","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"173","WBGene00005883","srw-136","K12D9.10","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"174","WBGene00005883","srw-136","K12D9.10","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"175","WBGene00005884","srw-137","H27D07.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"176","WBGene00005884","srw-137","H27D07.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"177","WBGene00005884","srw-137","H27D07.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"178","WBGene00005884","srw-137","H27D07.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"179","WBGene00005885","srw-138","C44C3.3","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in ADLL and ADLR. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,FALSE,FALSE,NA
"180","WBGene00005885","srw-138","C44C3.3","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in ADLL and ADLR. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,FALSE,FALSE,NA
"181","WBGene00005885","srw-138","C44C3.3","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in ADLL and ADLR. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,FALSE,FALSE,NA
"182","WBGene00005885","srw-138","C44C3.3","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in ADLL and ADLR. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,FALSE,FALSE,NA
"183","WBGene00005886","srw-139","C44C3.7","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in neurons. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,FALSE,FALSE,NA
"184","WBGene00005886","srw-139","C44C3.7","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in neurons. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,FALSE,FALSE,NA
"185","WBGene00005886","srw-139","C44C3.7","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in neurons. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,FALSE,FALSE,NA
"186","WBGene00005886","srw-139","C44C3.7","none available ","Is predicted to have G protein-coupled peptide receptor activity.  Is expressed in neurons. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,FALSE,FALSE,NA
"187","WBGene00005888","srw-141","H27D07.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"188","WBGene00005888","srw-141","H27D07.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"189","WBGene00005888","srw-141","H27D07.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"190","WBGene00005888","srw-141","H27D07.2","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"191","WBGene00005889","srw-142","H05B21.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"192","WBGene00005889","srw-142","H05B21.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"193","WBGene00005889","srw-142","H05B21.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"194","WBGene00005889","srw-142","H05B21.3","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"195","WBGene00005890","srw-143","H27D07.3a","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"196","WBGene00005890","srw-143","H27D07.3a","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"197","WBGene00005890","srw-143","H27D07.3a","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"198","WBGene00005890","srw-143","H27D07.3a","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"199","WBGene00005891","srw-144","H05B21.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"200","WBGene00005891","srw-144","H05B21.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0008528","G protein-coupled peptide receptor activity","Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"201","WBGene00005891","srw-144","H05B21.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"202","WBGene00005891","srw-144","H05B21.4","none available ","Is predicted to have G protein-coupled peptide receptor activity. ","Serpentine Receptor, class W ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"203","WBGene00005915","srx-24","C24B9.16","none available ","Is affected by mir-34; drh-3; and ain-1 based on microarray  and RNA-seq studies. Is affected by resveratrol based on microarray studies. Is  predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor  class x  (Srx). ","Serpentine Receptor, class X ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"204","WBGene00005915","srx-24","C24B9.16","none available ","Is affected by mir-34; drh-3; and ain-1 based on microarray  and RNA-seq studies. Is affected by resveratrol based on microarray studies. Is  predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor  class x  (Srx). ","Serpentine Receptor, class X ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"205","WBGene00005916","srx-25","C24B9.13","none available ","Is affected by mdt-15 and nhr-25 based on microarray studies. ","Serpentine Receptor, class X ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"206","WBGene00005917","srx-26","R05D8.4","none available ","Is affected by rsr-2 and eat-2 based on tiling array and  microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class x  (Srx). ","Serpentine Receptor, class X ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"207","WBGene00005917","srx-26","R05D8.4","none available ","Is affected by rsr-2 and eat-2 based on tiling array and  microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class x  (Srx). ","Serpentine Receptor, class X ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"208","WBGene00005918","srx-27","R05D8.12","none available ","Is affected by daf-2 and eat-2 based on microarray studies.  Is affected by allantoin and Sirolimus based on microarray studies. ","Serpentine Receptor, class X ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"209","WBGene00005919","srx-28","R05D8.5","none available ","Is affected by rsr-2 and prg-1 based on tiling array studies.  Is affected by Diazinon and Sirolimus based on microarray studies. Is predicted  to encode a protein with the following domain: 7TM GPCR, serpentine receptor class  x  (Srx). ","Serpentine Receptor, class X ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"210","WBGene00005919","srx-28","R05D8.5","none available ","Is affected by rsr-2 and prg-1 based on tiling array studies.  Is affected by Diazinon and Sirolimus based on microarray studies. Is predicted  to encode a protein with the following domain: 7TM GPCR, serpentine receptor class  x  (Srx). ","Serpentine Receptor, class X ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"211","WBGene00006081","str-13","C24B9.8","none available ","Is enriched in NSM based on tiling array studies. Is affected  by hpl-2 and sir-2.1 based on tiling array and microarray studies. Is predicted  to encode a protein with the following domain: 7TM GPCR, serpentine receptor class  r (Str). ","Seven TM Receptor ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
